date,180_low,180_high,360_low,360_high
2018-04-16,17.349442666666747,19.85333433333327,17.350001399999964,16.85799979999998
2018-04-17,17.347720433333414,19.8496676666666,17.349723627777742,16.850472019444425
2018-04-18,17.345998200000082,19.846000999999934,17.34944585555552,16.84294423888887
2018-04-19,17.34427596666675,19.842334333333266,17.349168083333296,16.835416458333313
2018-04-20,17.342553733333418,19.8386676666666,17.348890311111074,16.827888677777757
2018-04-23,17.340831500000085,19.83500099999993,17.34861253888885,16.8203608972222
2018-04-24,17.339109266666753,19.831334333333263,17.34833476666663,16.812833116666646
2018-04-25,17.33738703333342,19.827667666666596,17.348056994444406,16.80530533611109
2018-04-26,17.33566480000009,19.824000999999928,17.347779222222183,16.797777555555534
2018-04-27,17.333942566666757,19.82033433333326,17.34750144999996,16.790249774999978
2018-04-30,17.332220333333424,19.816667666666593,17.347223677777738,16.782721994444422
2018-05-01,17.330498100000092,19.813000999999925,17.346945905555515,16.775194213888867
2018-05-02,17.32877586666676,19.809334333333258,17.346668133333292,16.76766643333331
2018-05-03,17.327053633333428,19.80566766666659,17.34639036111107,16.760138652777755
2018-05-04,17.325331400000096,19.802000999999922,17.346112588888847,16.7526108722222
2018-05-07,17.323609166666763,19.798334333333255,17.345834816666624,16.745083091666643
2018-05-08,17.32188693333343,19.794667666666587,17.3455570444444,16.737555311111088
2018-05-09,17.3201647000001,19.79100099999992,17.34527927222218,16.73002753055553
2018-05-10,17.318442466666767,19.787334333333252,17.345001499999956,16.722499749999976
2018-05-11,17.316720233333434,19.783667666666584,17.344723727777733,16.71497196944442
2018-05-14,17.314998000000102,19.780000999999917,17.34444595555551,16.707444188888864
2018-05-15,17.31327576666677,19.77633433333325,17.344168183333288,16.69991640833331
2018-05-16,17.311553533333438,19.77266766666658,17.343890411111065,16.692388627777753
2018-05-17,17.309831300000106,19.769000999999914,17.343612638888843,16.684860847222197
2018-05-18,17.308109066666773,19.765334333333247,17.34333486666662,16.67733306666664
2018-05-21,17.30638683333344,19.76166766666658,17.343057094444397,16.669805286111085
2018-05-22,17.30466460000011,19.75800099999991,17.342779322222174,16.66227750555553
2018-05-23,17.302942366666777,19.754334333333244,17.34250154999995,16.654749724999974
2018-05-24,17.301220133333445,19.750667666666576,17.34222377777773,16.647221944444418
2018-05-25,17.299497900000112,19.74700099999991,17.341946005555506,16.639694163888862
2018-05-29,17.29777566666678,19.74333433333324,17.341668233333284,16.632166383333306
2018-05-30,17.296053433333448,19.739667666666573,17.34139046111106,16.62463860277775
2018-05-31,17.294331200000116,19.736000999999906,17.34111268888884,16.617110822222195
2018-06-01,17.292608966666783,19.732334333333238,17.340834916666616,16.60958304166664
2018-06-04,17.29088673333345,19.72866766666657,17.340557144444393,16.602055261111083
2018-06-05,17.28916450000012,19.725000999999903,17.34027937222217,16.594527480555527
2018-06-06,17.287442266666787,19.721334333333235,17.340001599999948,16.58699969999997
2018-06-07,17.285720033333455,19.717667666666568,17.339723827777725,16.579471919444416
2018-06-08,17.283997800000122,19.7140009999999,17.339446055555502,16.57194413888886
2018-06-11,17.28227556666679,19.710334333333233,17.33916828333328,16.564416358333304
2018-06-12,17.280553333333458,19.706667666666565,17.338890511111057,16.556888577777748
2018-06-13,17.278831100000126,19.703000999999897,17.338612738888834,16.549360797222192
2018-06-14,17.277108866666794,19.69933433333323,17.33833496666661,16.541833016666637
2018-06-15,17.27538663333346,19.695667666666562,17.33805719444439,16.53430523611108
2018-06-18,17.27366440000013,19.692000999999895,17.337779422222166,16.526777455555525
2018-06-19,17.271942166666797,19.688334333333227,17.337501649999943,16.51924967499997
2018-06-20,17.270219933333465,19.68466766666656,17.33722387777772,16.511721894444413
2018-06-21,17.268497700000133,19.681000999999892,17.336946105555498,16.504194113888857
2018-06-22,17.2667754666668,19.677334333333224,17.336668333333275,16.4966663333333
2018-06-25,17.265053233333468,19.673667666666557,17.336390561111052,16.489138552777746
2018-06-26,17.263331000000136,19.67000099999989,17.33611278888883,16.48161077222219
2018-06-27,17.261608766666804,19.66633433333322,17.335835016666607,16.474082991666634
2018-06-28,17.25988653333347,19.662667666666554,17.335557244444384,16.46655521111108
2018-06-29,17.25816430000014,19.659000999999886,17.33527947222216,16.459027430555523
2018-07-02,17.256442066666807,19.65533433333322,17.33500169999994,16.451499649999967
2018-07-03,17.780001,19.450001,17.469999,20.110001
